"Name","Line: SKU","Line: Quantity","Line: Price","Refund: Created At","Refund: Note","Transaction: Amount"
"#40339","BL/EQR6-LP/6600U/32G/1TB/星河灰美规","1","479.00","","",""
"#40339","","","","","",""
"#40339","","","0.00","","",""
"#40339","","","","","","474.00"
"#40339","","","","2026-02-09 20:45:12 -0500","亚马逊购买",""
"#40339","","","","2026-02-09 20:45:12 -0500","亚马逊购买","-474.00"
"#40360","BL/GTR9 Pro/395/128G/2TB/冰霜银色日规","1","2499.00","","",""
"#40360","","","0.00","","",""
"#40360","","","","","","2499.00"
"#40360","","","","","","2499.00"
"#40360","","","","2026-02-09 20:52:47 -0500","不想要了",""
"#40360","","","","2026-02-09 20:52:47 -0500","不想要了","-2499.00"
"#40401","","1","30.00","","",""
"#40401","","","0.00","","",""
"#40401","","","","","","30.00"
"#40401","","","","2026-02-08 21:59:41 -0500","",""
"#40401","","","","2026-02-08 21:59:41 -0500","","-30.00"
"#40403","","1","30.00","","",""
"#40403","","","0.00","","",""
"#40403","","","","","","30.00"
"#40403","","","","2026-02-08 22:00:22 -0500","",""
"#40403","","","","2026-02-08 22:00:22 -0500","","-30.00"
"#40445","","1","5.00","","",""
"#40445","","1","15.00","","",""
"#40445","","1","30.00","","",""
"#40445","","3","100.00","","",""
"#40445","","","0.00","","",""
"#40445","","","","","","350.00"
"#40445","","","","","","350.00"
"#40445","","","","","","350.00"
"#40445","","","","2026-03-11 03:59:37 -0400","丢件退款",""
"#40445","","","","2026-03-11 03:59:37 -0400","丢件退款","-350.00"
"#40466","BL/ME Pro/N150/16G/1TB/深空灰色美规","1","529.00","","",""
"#40466","","","0.00","","",""
"#40466","","","","","","529.00"
"#40466","","","","2026-03-10 23:29:01 -0400","不再需要 退货退款",""
"#40466","","","","2026-03-10 23:29:01 -0400","不再需要 退货退款","-529.00"
"#40483","BL/SER9 PRO/HX370/32G/1TB/深空灰色英规","1","929.00","","",""
"#40483","","","0.00","","",""
"#40483","","","","","","929.00"
"#40483","","","","","","929.00"
"#40483","","","","2026-05-15 06:06:21 -0400","开机卡auto repair页面循环",""
"#40483","","","","2026-05-15 06:06:21 -0400","开机卡auto repair页面循环","-929.00"
"#40495","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2499.00","","",""
"#40495","","","0.00","","",""
"#40495","","","","","","2499.00"
"#40495","","","","2026-02-09 20:55:30 -0500","用错卡",""
"#40495","","","","2026-02-09 20:55:30 -0500","用错卡","-2499.00"
"#40552","BL/EQR6-LP/6600U/32G/1TB/星河灰美规","1","479.00","","",""
"#40552","","","0.00","","",""
"#40552","","","","","","479.00"
"#40552","","","","2026-02-25 21:55:13 -0500","无库存 不愿换型号",""
"#40552","","","","2026-02-25 21:55:13 -0500","无库存 不愿换型号","-479.00"
"#40587","BL/SER9 PRO+/255/32G/1TB/深空灰色美规","1","729.00","","",""
"#40587","","","0.00","","",""
"#40587","","","","","","729.00"
"#40587","","","","2026-02-17 10:58:23 -0500","不想等",""
"#40587","","","","2026-02-17 10:58:23 -0500","不想等","-729.00"
"#40590","BL/EQi13 Pro/13620H/32G/1TB/冰霜银色美规","1","689.00","","",""
"#40590","","","","","",""
"#40590","","","0.00","","",""
"#40590","","","","","","684.00"
"#40590","","","","2026-03-04 04:42:09 -0500","不去想要了",""
"#40590","","","","2026-03-04 04:42:09 -0500","不去想要了","-684.00"
"#40610","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#40610","","","","","",""
"#40610","","","0.00","","",""
"#40610","","","","","","134.00"
"#40610","","","","2026-02-17 11:10:06 -0500","亚马逊购买",""
"#40610","","","","2026-02-17 11:10:06 -0500","亚马逊购买","-134.00"
"#40616","BL/GTi14/185H/96G/2TB/深空灰色美规","1","1309.00","","",""
"#40616","","","0.00","","",""
"#40616","","","","","","1309.00"
"#40616","","","","2026-02-17 11:12:15 -0500","已经重新下单",""
"#40616","","","","2026-02-17 11:12:15 -0500","已经重新下单","-1309.00"
"#40661","BL/SER9 PRO/HX370/32G/1TB/深空灰色英规","1","929.00","","",""
"#40661","","","","","",""
"#40661","","","0.00","","",""
"#40661","","","","","","914.00"
"#40661","","","","2026-02-16 09:40:08 -0500","经济问题",""
"#40661","","","","2026-02-16 09:40:08 -0500","经济问题","-914.00"
"#40680","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2499.00","","",""
"#40680","","","0.00","","",""
"#40680","","","","","","2499.00"
"#40680","","","","2026-02-18 01:30:19 -0500","已经在其他地方购买",""
"#40680","","","","2026-02-18 01:30:19 -0500","已经在其他地方购买","-2499.00"
"#40688","BL/ME Pro/N150/16G/512G/深空灰色英规","1","509.00","","",""
"#40688","","","0.00","","",""
"#40688","","","","","","509.00"
"#40688","","","","2026-02-18 01:32:22 -0500","无法满足需求",""
"#40688","","","","2026-02-18 01:32:22 -0500","无法满足需求","-509.00"
"#40691","BL/ME Pro/N95/12G/128G/深空灰色美规","1","369.00","","",""
"#40691","","","","","",""
"#40691","","","0.00","","",""
"#40691","","","","","","364.00"
"#40691","","","","2026-02-18 01:36:51 -0500","妻子已经购买",""
"#40691","","","","2026-02-18 01:36:51 -0500","妻子已经购买","-364.00"
"#40700","BL/ME Pro/N95/12G/128G/深空灰色美规","1","369.00","","",""
"#40700","","","","","",""
"#40700","","","0.00","","",""
"#40700","","","","","","364.00"
"#40700","","","","2026-02-17 23:07:37 -0500","没有注意到是预定单",""
"#40700","","","","2026-02-17 23:07:37 -0500","没有注意到是预定单","-364.00"
"#40701","BL/GTi13/13900HK/96G/2TB/深空灰色+BL/EX/深空灰色/PCIE5美规","1","1328.00","","",""
"#40701","","","","","",""
"#40701","","","0.00","","",""
"#40701","","","","","","1323.00"
"#40701","","","","2026-02-18 01:38:45 -0500","亚马逊购买",""
"#40701","","","","2026-02-18 01:38:45 -0500","亚马逊购买","-1323.00"
"#40702","BL/EQ14-D4/N150/16G/500G/2.5G*2/藏青蓝色英规","15","369.00","","",""
"#40702","","","","","",""
"#40702","","","0.00","","",""
"#40702","","","","","","8975.00"
"#40702","","","","","","5385.00"
"#40702","","","","2026-03-10 06:07:31 -0400","不想要了",""
"#40702","","","","2026-03-10 06:07:31 -0400","不想要了","-5358.00"
"#40702","","","","2026-03-10 06:21:04 -0400","不想要了",""
"#40702","","","","2026-03-10 06:21:04 -0400","不想要了","-27.00"
"#40703","BL/EQ14-D4/N150/16G/500G/2.5G*2/藏青蓝色英规","10","369.00","","",""
"#40703","","","","","",""
"#40703","","","0.00","","",""
"#40703","","","","","","3590.00"
"#40703","","","","2026-03-10 06:06:25 -0400","不想要了",""
"#40703","","","","2026-03-10 06:06:25 -0400","不想要了","-3590.00"
"#40705","BL/ME Pro/N150/16G/1TB/深空灰色欧规","1","529.00","","",""
"#40705","","","","","",""
"#40705","","","0.00","","",""
"#40705","","","","","","524.00"
"#40705","","","","2026-04-14 11:05:36 -0400","物流已签收实际未收到已超一个月",""
"#40705","","","","2026-04-14 11:05:36 -0400","物流已签收实际未收到已超一个月","-524.00"
"#40723","BL/GTi13/13900HK/32G/1TB/冰霜银色+BL/EX/深空灰色/PCIE5欧规","2","898.00","","",""
"#40723","","","","","",""
"#40723","","","0.00","","",""
"#40723","","","","","","1791.00"
"#40723","","","","2026-04-08 05:45:47 -0400","性能没有达到预期",""
"#40723","","","","2026-04-08 05:45:47 -0400","性能没有达到预期","-1791.00"
"#40762","BL/GTi15/285H/64G/1TB/冰霜银色英规","1","1249.00","","",""
"#40762","","","","","",""
"#40762","","","0.00","","",""
"#40762","","","","","","1244.00"
"#40762","","","","2026-02-18 01:24:25 -0500","不想要了",""
"#40762","","","","2026-02-18 01:24:25 -0500","不想要了","-1244.00"
"#40764","BL/EQi12-D4/1235U/16G/500G/星河灰澳规","1","479.00","","",""
"#40764","","","0.00","","",""
"#40764","","","","","","479.00"
"#40764","","","","2026-02-24 21:22:43 -0500","改变主意",""
"#40764","","","","2026-02-24 21:22:43 -0500","改变主意","-479.00"
"#40770","BL/SER9 PRO/HX370/64G/2TB/冰霜银色美规","1","1329.00","","",""
"#40770","","","0.00","","",""
"#40770","","","","","","1329.00"
"#40770","","","","2026-03-03 21:27:47 -0500","不想要了",""
"#40770","","","","2026-03-03 21:27:47 -0500","不想要了","-1329.00"
"#40784","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#40784","","","0.00","","",""
"#40784","","","","","","139.00"
"#40784","","","","2026-03-30 22:50:06 -0400","不需要了 退货退款",""
"#40784","","","","2026-03-30 22:50:06 -0400","不需要了 退货退款","-139.00"
"#40825","BL/ME mini/N95/16G/64G/极夜灰色美规","2","269.00","","",""
"#40825","","","0.00","","",""
"#40825","","","","","","538.00"
"#40825","","","","2026-03-26 05:07:57 -0400","掉盘",""
"#40825","","","","2026-03-26 05:07:57 -0400","掉盘","-538.00"
"#40841","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2499.00","","",""
"#40841","","","0.00","","",""
"#40841","","","","","","2499.00"
"#40841","","","","","","2499.00"
"#40841","","","","2026-03-13 09:23:05 -0400","以太网故障",""
"#40841","","","","2026-03-13 09:23:05 -0400","以太网故障","-2499.00"
"#40842","BL/EQi12-D4/1235U/16G/500G/星河灰英规","1","479.00","","",""
"#40842","","","","","",""
"#40842","","","0.00","","",""
"#40842","","","","","","474.00"
"#40842","","","","2026-02-24 21:03:17 -0500","不想要了",""
"#40842","","","","2026-02-24 21:03:17 -0500","不想要了","-474.00"
"#40869","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2499.00","","",""
"#40869","","","0.00","","",""
"#40869","","","","","","2499.00"
"#40869","","","","2026-03-05 22:40:47 -0500","高风险不发",""
"#40869","","","","2026-03-05 22:40:47 -0500","高风险不发","-2499.00"
"#40878","BL-EX/Mate mini-B/冰霜银色","1","139.00","","",""
"#40878","","","","","",""
"#40878","","","0.00","","",""
"#40878","","","","","","134.00"
"#40878","","","","2026-02-20 04:34:12 -0500","不再需要",""
"#40878","","","","2026-02-20 04:34:12 -0500","不再需要","-134.00"
"#40905","BL/ME mini/N150/16G/1TB/珍珠白色美规","1","469.00","","",""
"#40905","","","0.00","","",""
"#40905","","","","","","469.00"
"#40905","","","","2026-03-03 09:12:16 -0500","不想要了",""
"#40905","","","","2026-03-03 09:12:16 -0500","不想要了","-469.00"
"#40911","BL/SER10 MAX/HX470/64G/1TB/冰箱银色美规","1","1699.00","","",""
"#40911","","","0.00","","",""
"#40911","","","","","","1699.00"
"#40911","","","","","","1699.00"
"#40911","","","","2026-03-01 01:11:18 -0500","不符合需求",""
"#40911","","","","2026-03-01 01:11:18 -0500","不符合需求","-1699.00"
"#40958","BL/ME Pro/N95/12G/128G/深空灰色美规","1","369.00","","",""
"#40958","","","0.00","","",""
"#40958","","","","","","369.00"
"#40958","","","","2026-02-19 00:06:45 -0500","找到了更合适的机器",""
"#40958","","","","2026-02-19 00:06:45 -0500","找到了更合适的机器","-369.00"
"#40973","BL/EQ14-D4/N150/16G/500G/2.5G*2/藏青蓝色澳规","1","369.00","","",""
"#40973","","","0.00","","",""
"#40973","","","","","","369.00"
"#40973","","","","2026-03-10 06:30:59 -0400","无库存",""
"#40973","","","","2026-03-10 06:30:59 -0400","无库存","-369.00"
"#40991","BL/SER10 MAX/HX470/64G/1TB/冰箱银色美规","1","1699.00","","",""
"#40991","","","","","",""
"#40991","","","0.00","","",""
"#40991","","","","","","1694.00"
"#40991","","","","2026-04-08 21:47:48 -0400","不符合客户的预期需求",""
"#40991","","","","2026-04-08 21:47:48 -0400","不符合客户的预期需求","-1694.00"
"#40994","BL/SER9 MAX/255/64G/1TB/深空灰色英规","1","969.00","","",""
"#40994","","","","","",""
"#40994","","","0.00","","",""
"#40994","","","","","","964.00"
"#40994","","","","2026-03-10 06:09:11 -0400","不想要了",""
"#40994","","","","2026-03-10 06:09:11 -0400","不想要了","-964.00"
"#41012","BL/EX/深空灰色/PCIE5美规","1","179.00","","",""
"#41012","","","0.00","","",""
"#41012","","","","","","179.00"
"#41012","","","","2026-03-01 01:13:22 -0500","亚马逊购买",""
"#41012","","","","2026-03-01 01:13:22 -0500","亚马逊购买","-179.00"
"#41017","BL/GTi15/285H/96G/2TB/冰霜银色欧规","1","1489.00","","",""
"#41017","","","0.00","","",""
"#41017","","","","","","1489.00"
"#41017","","","","","","1489.00"
"#41017","","","","","","1489.00"
"#41017","","","","2026-02-21 10:44:30 -0500","错误下单",""
"#41017","","","","2026-02-21 10:44:30 -0500","错误下单","-1489.00"
"#41042","BL/SER9 PRO/HX370/32G/1TB/冰霜银色美规","1","929.00","","",""
"#41042","","","0.00","","",""
"#41042","","","","","","929.00"
"#41042","","","","2026-03-03 05:57:30 -0500","不再需要",""
"#41042","","","","2026-03-03 05:57:30 -0500","不再需要","-929.00"
"#41072","BL/EQR6-LP/6600U/24G/500G/星河灰欧规","1","499.00","","",""
"#41072","","","","","",""
"#41072","","","0.00","","",""
"#41072","","","","","","494.00"
"#41072","","","","2026-02-26 01:13:17 -0500","对该产品不感兴趣了",""
"#41072","","","","2026-02-26 01:13:17 -0500","对该产品不感兴趣了","-494.00"
"#41075","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2499.00","","",""
"#41075","","","","","",""
"#41075","","","0.00","","",""
"#41075","","","","","","2494.00"
"#41075","","","","2026-03-05 02:37:07 -0500","有顾虑 不想要了",""
"#41075","","","","2026-03-05 02:37:07 -0500","有顾虑 不想要了","-2494.00"
"#41085","BL/EQ14-D4/N150/16G/500G/2.5G*2/藏青蓝色美规","1","369.00","","",""
"#41085","","","0.00","","",""
"#41085","","","","","","369.00"
"#41085","","","","2026-03-05 01:11:54 -0500","无库存 ",""
"#41085","","","","2026-03-05 01:11:54 -0500","无库存 ","-369.00"
"#41103","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#41103","","","0.00","","",""
"#41103","","","","","","139.00"
"#41103","","","","2026-04-09 07:07:04 -0400","亚马逊代发没发出去 客户不想要了",""
"#41103","","","","2026-04-09 07:07:04 -0400","亚马逊代发没发出去 客户不想要了","-139.00"
"#41115","BL/EX/深空灰色/PCIE5英规","1","179.00","","",""
"#41115","","","0.00","","",""
"#41115","","","","","","179.00"
"#41115","","","","2026-02-25 21:49:04 -0500","亚马逊购买",""
"#41115","","","","2026-02-25 21:49:04 -0500","亚马逊购买","-179.00"
"#41125","BL/SER9 MAX/255/64G/1TB/深空灰色欧规","1","969.00","","",""
"#41125","","","","","",""
"#41125","","","0.00","","",""
"#41125","","","","","","964.00"
"#41125","","","","2026-02-25 03:40:49 -0500","亚马逊购买",""
"#41125","","","","2026-02-25 03:40:49 -0500","亚马逊购买","-964.00"
"#41133","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2499.00","","",""
"#41133","","","0.00","","",""
"#41133","","","","","","2499.00"
"#41133","","","","2026-04-14 11:02:18 -0400","不想要了",""
"#41133","","","","2026-04-14 11:02:18 -0400","不想要了","-2499.00"
"#41156","Accessories-1","1","1.00","","",""
"#41156","","","0.00","","",""
"#41156","","","","","","1.00"
"#41156","","","","2026-06-01 23:01:32 -0400","配件差价退还",""
"#41156","","","","2026-06-01 23:01:32 -0400","配件差价退还","-1.00"
"#41174","BL/ME Pro/N150/16G/1TB/深空灰色美规","1","529.00","","",""
"#41174","","","0.00","","",""
"#41174","","","","","","529.00"
"#41174","","","","2026-02-26 22:39:09 -0500","已购买其他电脑",""
"#41174","","","","2026-02-26 22:39:09 -0500","已购买其他电脑","-529.00"
"#41180","BL/GTi15/285H/96G/2TB/冰霜银色+BL/EX/深空灰色/PCIE5美规","1","1608.00","","",""
"#41180","","","0.00","","",""
"#41180","","","","","","1608.00"
"#41180","","","","2026-02-24 22:02:33 -0500","挽留优惠",""
"#41180","","","","2026-02-24 22:02:33 -0500","挽留优惠","-30.00"
"#41180","","","","2026-02-25 20:22:03 -0500","不想等了",""
"#41180","","","","2026-02-25 20:22:03 -0500","不想等了","-1578.00"
"#41192","BL/EQ14-D4/N150/16G/500G/2.5G*2/藏青蓝色美规","2","369.00","","",""
"#41192","","","0.00","","",""
"#41192","","","","","","738.00"
"#41192","","","","2026-03-10 06:34:42 -0400","无库存",""
"#41192","","","","2026-03-10 06:34:42 -0400","无库存","-738.00"
"#41219","BL/ME Pro/N95/12G/128G/深空灰色美规","1","369.00","","",""
"#41219","","","0.00","","",""
"#41219","","","","","","369.00"
"#41219","","","","2026-03-08 21:15:43 -0400","客户不想要了",""
"#41219","","","","2026-03-08 21:15:43 -0400","客户不想要了","-369.00"
"#41235","BL/ME mini/N150/16G/1TB/珍珠白色欧规","1","469.00","","",""
"#41235","","","0.00","","",""
"#41235","","","","","","469.00"
"#41235","","","","2026-03-29 21:28:01 -0400","功率太小不想要了",""
"#41235","","","","2026-03-29 21:28:01 -0400","功率太小不想要了","-469.00"
"#41237","BL/EQR6-LP/6800U/24G/500G/星河灰欧规","1","439.00","","",""
"#41237","","","","","",""
"#41237","","","0.00","","",""
"#41237","","","","","","434.00"
"#41237","","","","2026-03-01 00:59:19 -0500","没库存 不愿更换型号",""
"#41237","","","","2026-03-01 00:59:19 -0500","没库存 不愿更换型号","-434.00"
"#41276","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2499.00","","",""
"#41276","","","","","",""
"#41276","","","0.00","","",""
"#41276","","","","","","2494.00"
"#41276","","","","2026-03-10 06:45:14 -0400","已经有二手的了",""
"#41276","","","","2026-03-10 06:45:14 -0400","已经有二手的了","-2494.00"
"#41280","BL/Mate SE-A/冰霜银色","1","139.00","","",""
"#41280","","","0.00","","",""
"#41280","","","","","","139.00"
"#41280","","","","2026-03-29 23:09:26 -0400","不想要了退货退款",""
"#41280","","","","2026-03-29 23:09:26 -0400","不想要了退货退款","-139.00"
"#41286","BL/ME Pro/N150/16G/512G/深空灰色欧规","1","509.00","","",""
"#41286","","","0.00","","",""
"#41286","","","","","","509.00"
"#41286","","","","2026-03-15 21:41:53 -0400","拒收退回",""
"#41286","","","","2026-03-15 21:41:53 -0400","拒收退回","-509.00"
"#41306","BL/SER10 MAX/HX470/32G/1TB/冰霜银色欧规","1","1259.00","","",""
"#41306","","","0.00","","",""
"#41306","","","","","","1259.00"
"#41306","","","","2026-04-08 21:31:04 -0400","不符合客户的预期需求",""
"#41306","","","","2026-04-08 21:31:04 -0400","不符合客户的预期需求","-1259.00"
"#41327","BL/GTR9 Pro/395/128G/2TB/冰霜银色美规","1","2699.00","","",""
"#41327","","","0.00","","",""
"#41327","","","","","","2699.00"
"#41327","","","","2026-03-03 06:23:24 -0500","换张卡支付",""
"#41327","","","","2026-03-03 06:23:24 -0500","换张卡支付","-2699.00"
"#41341","BL/SER9 PRO+/255/32G/1TB/深空灰色美规","1","729.00","","",""
"#41341","","","0.00","","",""
"#41341","","","","","","729.00"
"#41341","","","","2026-03-03 09:09:02 -0500","客户不想要",""
"#41341","","","","2026-03-03 09:09:02 -0500","客户不想要","-729.00"
"#41370","BL/EQR6-LP/6800U/24G/500G/星河灰英规","1","439.00","","",""
"#41370","","","0.00","","",""
"#41370","","","","","","439.00"
"#41370","","","","","","439.00"
"#41370","","","","2026-03-04 03:24:39 -0500","改变主意",""
"#41370","","","","2026-03-04 03:24:39 -0500","改变主意","-439.00"
"#41380","BL/SER9 PRO/HX370/32G/1TB/冰霜银色美规","1","929.00","","",""
"#41380","","","","","",""
"#41380","","","0.00","","",""
"#41380","","","","","","914.00"
"#41380","","","","2026-03-03 05:54:30 -0500","不再需要",""
"#41380","","","","2026-03-03 05:54:30 -0500","不再需要","-914.00"
"#41400","BL/ME Pro/N150/16G/1TB/深空灰色欧规","1","529.00","","",""
"#41400","","","0.00","","",""
"#41400","","","","","","529.00"
"#41400","","","","2026-03-03 05:48:28 -0500","下错单",""
"#41400","","","","2026-03-03 05:48:28 -0500","下错单","-529.00"
"#41447","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2699.00","","",""
"#41447","","","","","",""
"#41447","","","0.00","","",""
"#41447","","","","","","2694.00"
"#41447","","","","2026-03-09 03:52:43 -0400","协商优惠",""
"#41447","","","","2026-03-09 03:52:43 -0400","协商优惠","-30.00"
"#41447","","","","2026-03-10 06:36:52 -0400","不想等",""
"#41447","","","","2026-03-10 06:36:52 -0400","不想等","-2664.00"
"#41449","BL/SER9 PRO/HX370/32G/1TB/深空灰色英规","1","929.00","","",""
"#41449","","","0.00","","",""
"#41449","","","","","","929.00"
"#41449","","","","2026-03-13 09:19:59 -0400","机器无法启动，退货退款",""
"#41449","","","","2026-03-13 09:19:59 -0400","机器无法启动，退货退款","-929.00"
"#41486","BL/ME mini/N95/16G/64G/极夜灰色英规","1","269.00","","",""
"#41486","","","","","",""
"#41486","","","0.00","","",""
"#41486","","","","","","259.00"
"#41486","","","","2026-03-04 05:30:42 -0500","冲动下单",""
"#41486","","","","2026-03-04 05:30:42 -0500","冲动下单","-259.00"
"#41494","BL/SER10 MAX/HX470/32G/1TB/冰霜银色欧规","1","1259.00","","",""
"#41494","","","0.00","","",""
"#41494","","","","","","1259.00"
"#41494","","","","2026-05-22 02:45:40 -0400","SER10网卡断连问题",""
"#41494","","","","2026-05-22 02:45:40 -0400","SER10网卡断连问题","-1259.00"
"#41495","BL/ME Pro/N95/12G/128G/深空灰色美规","1","369.00","","",""
"#41495","","","0.00","","",""
"#41495","","","","","","369.00"
"#41495","","","","2026-03-11 03:04:52 -0400","已经在亚马逊购买",""
"#41495","","","","2026-03-11 03:04:52 -0400","已经在亚马逊购买","-369.00"
"#41507","BL/ME mini/N95/16G/64G/极夜灰色欧规","1","269.00","","",""
"#41507","","","","","",""
"#41507","","","0.00","","",""
"#41507","","","","","","259.00"
"#41507","","","","2026-03-11 02:09:46 -0400","SSD功率限制顾虑",""
"#41507","","","","2026-03-11 02:09:46 -0400","SSD功率限制顾虑","-259.00"
"#41546","BL/SER10 MAX/HX470/64G/1TB/冰霜银色英规","1","1699.00","","",""
"#41546","","","0.00","","",""
"#41546","","","","","","1699.00"
"#41546","","","","2026-03-16 03:52:31 -0400","客户冲动下单",""
"#41546","","","","2026-03-16 03:52:31 -0400","客户冲动下单","-1699.00"
"#41547","","1","15.00","","",""
"#41547","","","0.00","","",""
"#41547","","","","","","15.00"
"#41547","","","","2026-04-09 23:52:42 -0400","不想要了",""
"#41547","","","","2026-04-09 23:52:42 -0400","不想要了","-15.00"
"#41566","","2","100.00","","",""
"#41566","","","0.00","","",""
"#41566","","","","","","200.00"
"#41566","","","","2026-03-11 22:49:05 -0400","SSD功率顾虑",""
"#41566","","","","2026-03-11 22:49:05 -0400","SSD功率顾虑","-200.00"
"#41602","BL/SER10 MAX/HX470/64G/1TB/冰霜银色欧规","1","1699.00","","",""
"#41602","","","0.00","","",""
"#41602","","","","","","1699.00"
"#41602","","","","2026-03-09 02:16:31 -0400","不想要了",""
"#41602","","","","2026-03-09 02:16:31 -0400","不想要了","-1699.00"
"#41611","","50","5.00","","",""
"#41611","","","0.00","","",""
"#41611","","","","","","250.00"
"#41611","","","","2026-03-07 09:18:47 -0500","错误下单",""
"#41611","","","","2026-03-07 09:18:47 -0500","错误下单","-250.00"
"#41616","","4","100.00","","",""
"#41616","Accessories-1","120","1.00","","",""
"#41616","","","0.00","","",""
"#41616","","","","","","520.00"
"#41616","","","","2026-03-10 06:09:37 -0400","",""
"#41616","","","","2026-03-10 06:09:37 -0400","","-520.00"
"#41621","","1","30.00","","",""
"#41621","","","0.00","","",""
"#41621","","","","","","30.00"
"#41621","","","","2026-05-19 01:34:45 -0400","物流异常 客户未收到包裹",""
"#41621","","","","2026-05-19 01:34:45 -0400","物流异常 客户未收到包裹","-30.00"
"#41628","BL/ME mini/N95/16G/64G/极夜灰色美规","1","269.00","","",""
"#41628","","","","","",""
"#41628","","","0.00","","",""
"#41628","","","","","","259.00"
"#41628","","","","2026-04-01 00:09:31 -0400","退货退款",""
"#41628","","","","2026-04-01 00:09:31 -0400","退货退款","-259.00"
"#41653","BL/ME mini/N150/16G/1TB/珍珠白色欧规","1","469.00","","",""
"#41653","","","0.00","","",""
"#41653","","","","","","469.00"
"#41653","","","","2026-03-10 06:41:25 -0400","内存太贵 之后再买",""
"#41653","","","","2026-03-10 06:41:25 -0400","内存太贵 之后再买","-469.00"
"#41688","BL/EQi13 Pro/13620H/32G/500G/冰霜银色欧规","1","649.00","","",""
"#41688","","","","","",""
"#41688","","","0.00","","",""
"#41688","","","","","","644.00"
"#41688","","","","2026-04-25 10:43:02 -0400","噪音大",""
"#41688","","","","2026-04-25 10:43:02 -0400","噪音大","-644.00"
"#41689","BL/SER9 PRO/HX370/32G/1TB/深空灰色欧规","1","929.00","","",""
"#41689","","","","","",""
"#41689","","","0.00","","",""
"#41689","","","","","","924.00"
"#41689","","","","2026-03-10 06:12:48 -0400","不想要了",""
"#41689","","","","2026-03-10 06:12:48 -0400","不想要了","-924.00"
"#41741","BL/GTi15/285H/64G/1TB/冰霜银色英规","1","1249.00","","",""
"#41741","","","0.00","","",""
"#41741","","","","","","1249.00"
"#41741","","","","2026-03-19 22:51:09 -0400","不需要了 退货退款",""
"#41741","","","","2026-03-19 22:51:09 -0400","不需要了 退货退款","-1249.00"
"#41743","BL/GTR9 Pro/395/128G/2TB/冰霜银色欧规","1","2699.00","","",""
"#41743","","","","","",""
"#41743","","","0.00","","",""
"#41743","","","","","","2699.00"
"#41743","","","","","","2694.00"
"#41743","","","","","","2694.00"
"#41743","","","","","","2694.00"
"#41743","","","","","","2694.00"
"#41743","","","","","","2694.00"
"#41743","","","","2026-03-16 03:53:36 -0400","客户不相等",""
"#41743","","","","2026-03-16 03:53:36 -0400","客户不相等","-2694.00"
"#41790","","5","5.00","","",""
"#41790","","","0.00","","",""
"#41790","","","","","","25.00"
"#41790","","","","2026-03-19 22:48:17 -0400","配件无库存",""
"#41790","","","","2026-03-19 22:48:17 -0400","配件无库存","-25.00"
"#41839","BL/EQR7-LP/7535U/32G/1TB/星河灰英规","1","469.00","","",""
"#41839","BL/ME Pro/N150/16G/1TB/深空灰色英规","1","529.00","","",""
"#41839","","","","","",""
"#41839","","","0.00","","",""
"#41839","","","","","","993.00"
"#41839","","","","2026-03-16 02:48:29 -0400","不想要了",""
"#41839","","","","2026-03-16 02:48:29 -0400","不想要了","-993.00"
"#41876","BL-EX/Mate mini-B/冰霜银色","1","139.00","","",""
"#41876","","","0.00","","",""
"#41876","","","","","","139.00"
"#41876","","","","2026-06-02 21:19:33 -0400","故障 不想等换新",""
"#41876","","","","2026-06-02 21:19:33 -0400","故障 不想等换新","-139.00"
"#41888","BL/ME mini/N95/16G/64G/极夜灰色美规","1","269.00","","",""
"#41888","","","","","",""
"#41888","","","0.00","","",""
"#41888","","","","","","264.00"
"#41888","","","","2026-04-14 22:32:49 -0400","不想要了",""
"#41888","","","","2026-04-14 22:32:49 -0400","不想要了","-264.00"
"#41889","BL-EX/Mate mini-A/冰霜银色","1","139.00","","",""
"#41889","","","","","",""
"#41889","","","0.00","","",""
"#41889","","","","","","134.00"
"#41889","","","","2026-04-14 22:14:49 -0400","机器问题不换新",""
"#41889","","","","2026-04-14 22:14:49 -0400","机器问题不换新","-134.00"
"#41894","BL/GTi13/13900HK/64G/2TB/冰霜银色美规","1","1089.00","","",""
"#41894","","","0.00","","",""
"#41894","","","","","","1089.00"
"#41894","","","","2026-03-16 02:46:14 -0400","下错单",""
"#41894","","","","2026-03-16 02:46:14 -0400","下错单","-1089.00"
"#41905","","6","5.00","","",""
"#41905","","","0.00","","",""
"#41905","","","","","","30.00"
"#41905","","","","2026-05-22 02:46:57 -0400","不需要了",""
"#41905","","","","2026-05-22 02:46:57 -0400","不需要了","-30.00"
"#41910","BL/EX/深空灰色/PCIE5英规","1","179.00","","",""
